ID	TCGA-D5-6534-01A	TCGA-AZ-5403-01A	TCGA-CM-6679-01A	TCGA-DT-5265-01A	TCGA-F4-6805-01A	TCGA-QG-A5YX-01A	TCGA-G4-6586-01A	TCGA-D5-6541-01A	TCGA-DM-A1D4-01A	TCGA-CM-5860-01A	TCGA-T9-A92H-01A	TCGA-CM-4752-01A	TCGA-DY-A0XA-01A	TCGA-AY-6197-01A	TCGA-EI-6882-01A	TCGA-AZ-6601-01A	TCGA-EI-6507-01A	TCGA-DC-6682-01A	TCGA-CL-5918-01A	TCGA-G4-6295-01A	TCGA-DM-A1DB-01A	TCGA-G4-6626-01A	TCGA-AF-A56K-01A	TCGA-D5-6924-01A	TCGA-F5-6465-01A	TCGA-F5-6811-01A	TCGA-EI-6883-01A	TCGA-EI-6506-01A	TCGA-EI-6514-01A	TCGA-AG-4022-01A	TCGA-A6-3810-01A	TCGA-A6-6782-01A	TCGA-DY-A1DC-01A	TCGA-CA-5797-01A	TCGA-CM-6169-01A	TCGA-AG-3592-01A	TCGA-G4-6625-01A	TCGA-NH-A8F7-01A	TCGA-A6-2675-01A	TCGA-AU-3779-01A	TCGA-AF-A56N-01A	TCGA-AA-3496-01A	TCGA-AA-3697-01A	TCGA-CA-6719-01A	TCGA-CA-5256-01A	TCGA-CM-6165-01A
AKR1C2	14.14063772	13.13117653	12.82345941	13.83756719	12.97192833	15.00899987	11.15672656	15.55209763	13.0540616	14.69955003	11.82232339	12.56365637	12.29982717	12.72198343	12.39782142	12.46583891	8.883594939	11.81424418	9.768877365	12.03104718	10.68156063	11.56774207	12.36189109	10.01373145	13.25881724	14.79431885	11.00693206	12.78175529	13.20074715	13.50858552	15.23208155	15.79633189	11.16759968	10.26149318	13.17118512	12.29323156	12.95058795	13.06591449	13.73555452	11.40454385	13.26255271	11.55138923	12.55168525	11.27410287	12.37154387	13.44049537
RP11-15H20.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CTD-2616J11.14	9.325815054	0	10.48928788	9.868310898	12.04818154	0	9.741667387	0	11.91568614	0	10.67877163	0	9.884954405	12.20442432	10.07588752	11.19210636	12.46467916	0	11.02987156	11.88704966	12.51479347	11.3104194	10.67959708	13.2744395	10.43420894	11.7712373	0	12.43496038	10.75189452	9.659505256	0	11.23613325	0	9.524236625	0	11.59931115	12.04920606	10.80494957	9.980913844	0	13.36838178	0	10.20581643	0	0	10.87527348
RP11-114N19.3	9.221467249	12.0622865	11.38430697	0	9.944788729	12.11651154	11.22103154	12.10271868	12.48911884	0	11.15896811	0	11.36442086	10.51562523	11.55547541	0	11.13815503	11.521115	12.24688963	0	12.65126261	12.42798876	11.15979371	13.16993373	11.65102591	12.25156618	11.48610389	10.91589253	11.23210333	12.36083276	13.60855624	10.54702044	9.840561854	11.41828656	11.81790839	11.49482937	11.62287833	11.28516694	12.19720413	10.83977488	11.0420206	12.06098984	11.10073472	10.66631543	10.9444833	12.09224705
ECM1P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.613734396	0	0	0	0	0	0	0	0
ADCY2	12.31235862	10.96123225	11.71689273	11.82640904	12.29580418	7.258663117	7.100964897	10.98336191	8.326832293	12.06558705	9.293662245	10.7896048	9.957781194	7.242187322	9.192987975	9.495016702	9.687327743	8.243379667	8.521053416	8.725942768	5.125553198	8.217682602	11.33713942	11.30337271	12.16934608	12.40692835	9.01373662	10.01918746	11.45250573	11.6639527	11.18007505	10.74600988	10.5275786	10.8183696	11.08048269	10.37260366	10.98497606	9.005385788	11.89101631	11.22054427	11.1899288	11.20923653	8.237888978	11.74138791	8.887180707	11.45811481
RGS20	6.822825127	11.03212609	6.986168163	8.941126692	11.44170973	9.708887767	9.228847232	9.473005972	8.668356988	9.642365438	13.16450792	10.13254976	8.95775422	8.69406572	7.568629421	11.95133199	14.19888767	10.1129037	9.517610562	10.18172584	7.549297594	10.21256464	10.48810965	9.762415482	9.243934875	8.845386473	9.885458139	8.510084452	8.242289364	10.1454541	10.5888895	9.46100867	12.88958548	8.014326224	10.40954606	9.087959169	10.53629695	8.29520251	9.789504243	8.434140816	8.052793249	9.069353913	9.692798151	10.42737669	10.12098592	9.947389206
RP11-723O4.3	12.67350921	0	0	11.63198187	10.81340348	10.40156848	10.50573456	12.48649263	11.35869476	0	0	0	0	11.38445655	0	10.37237659	13.00696746	0	10.79475446	11.65187782	11.82027502	10.49065247	12.44373688	11.03974006	11.19854055	0	0	0	12.10110927	12.0077938	11.30836213	12.41559733	12.70848045	0	12.68700494	11.62709738	10.49269985	12.89102166	0	12.2935148	0	11.34552158	0	11.535191	11.81342935	0
RP11-169K19.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RN7SL674P	0	13.19003688	12.51194756	13.21226332	11.07192785	11.6596035	12.34863704	11.42349442	12.93891308	13.17767191	0	15.66824882	12.49205738	12.22783606	13.09813141	13.63005757	11.68092512	11.06426881	12.63778695	0	11.07919895	13.07040121	11.70256679	13.29785382	12.0418872	0	12.19880365	12.45837285	10.77529772	13.00324072	20.25262816	10.67487198	10.96764145	14.00521205	0	13.10785302	13.33545626	0	13.58798182	13.2889931	12.58454199	12.6038548	13.22816136	12.37859423	13.65675862	11.89829988
RP11-155G14.5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
EIF3I	21.11429133	22.38902162	21.21244238	21.55779662	21.76701576	21.93088305	22.46917452	22.02269364	21.26046198	21.87299706	21.83244762	23.11265604	20.70069593	21.81036397	21.26785615	21.89083812	21.09276465	22.33094167	22.33885474	21.24273876	21.04610351	21.62913152	20.94558455	21.67790538	21.47526701	21.21895577	21.90686463	21.08107082	21.8570191	21.54799072	21.32484359	21.6256228	22.33585455	21.56149199	21.08547596	21.82116721	21.24368813	21.3988456	21.43828606	21.44855995	21.68675874	21.48944145	21.71478817	22.3541023	22.46698594	21.61049918
RP13-297E16.4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-164P12.3	10.29659904	8.650094754	10.99139378	11.36971291	8.852925762	10.8978901	10.86464464	11.44995708	11.56574695	9.542958703	9.481871669	11.18435148	12.27064363	12.22877298	11.68430494	10.21705599	11.36646747	10.65039242	10.41716075	10.49698365	10.85785427	11.43426211	12.28832193	10.8843736	10.82088749	10.38122291	11.64045843	9.560501171	9.876482745	10.26820686	11.20985355	11.15360705	10.0687376	8.91219758	11.89429085	10.08021266	10.85160794	10.92877267	10.10468582	9.332667283	11.17083262	11.28963475	10.5924529	9.573799818	10.8510104	9.999804439
RP11-413E1.2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.63448019	0	0	0	11.03276146	0	0	0	0	0	0	0	0	0	13.10511604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-368P15.3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
CPEB3_ribozyme	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
TTLL4	16.16725514	15.82996634	16.44779899	16.30119233	16.28214893	17.15783556	16.92753454	16.05724035	16.42790551	15.97476766	16.71376321	16.11794095	16.37844403	17.35423211	17.1357855	17.13261289	16.88578444	16.94556513	16.86828821	17.88485857	16.84670271	16.69113111	17.23633785	17.88763746	16.73353746	16.22573245	16.2226393	17.09808231	16.68075275	16.67102486	16.61052264	16.407653	16.15108363	16.09652264	16.76113318	16.63023347	16.83075847	18.04816274	16.37455055	17.41977519	17.09831844	17.46042204	17.23645809	16.4786828	16.62690649	16.57721068
TRBV5-5	13.45861829	10.52101326	11.7491589	0	11.72376082	0	12.73761395	0	0	10.83038544	0	0	10.55987717	10.29579762	11.75046236	12.28231012	0	13.03777127	0	12.88428099	10.73145749	0	12.67635907	13.53487131	13.27872939	0	0	11.11084567	11.42707505	11.33377265	0	0	10.61991462	0	0	12.75997428	12.98757102	0	0	12.61922687	0	12.25599471	10.88085299	11.44595469	12.72397437	0
HMGB2	19.19159811	20.4590818	20.78115449	20.50064376	20.55864586	20.56302669	20.71135812	19.6027007	21.43916444	20.23806726	20.02721228	19.63320979	20.99116274	19.95414864	20.71827011	20.72371308	20.46038343	21.46427295	20.51243675	19.84831546	20.58137366	21.80469939	19.83118631	20.48334597	19.70209409	19.27664262	20.61170624	20.48178442	19.764516	19.53412515	19.90268535	20.38732258	21.52798561	20.52089613	19.68460103	20.90309277	20.358252	19.73157876	19.56878657	18.56489322	20.54193301	20.30978566	20.0617002	19.60239921	19.99703306	19.88655689
FKBP4P6	0	0	0	0	9.796789854	8.387381817	0	0	0	0	0	9.808777514	11.43862865	8.370846913	0	9.356056406	9.990776205	8.790765578	0	0	7.808889567	0	8.43023174	9.024393183	8.185456206	0	0	8.186984906	0	8.409296098	11.83788788	0	0	0	0	8.029775103	8.478314576	0	8.730212785	0	0	0	0	0	12.11784658	0
SLC15A5	6.948761588	0	0	0	0	0	0	0	0	8.770876447	7.300542249	0	0	0	0	0	0	0	0	0	8.258267704	7.347246382	8.880215014	0	0	8.388606092	8.208473477	0	0	0	8.161550137	7.273398482	7.564615509	0	0	0	0	0	7.600409086	7.564615509	0	0	0	0	0	0
UBE2N	18.00210465	19.4829609	18.45707043	18.48503651	18.87652733	18.68613284	18.79666772	18.55767429	19.12548895	19.10271761	19.30448324	18.85388037	18.29017697	18.55285756	18.6610454	18.84266267	19.04416159	19.4149213	19.14479953	19.12514836	18.95272164	18.60253258	18.19983547	18.36724159	18.34004977	18.73549644	17.18429556	18.4809617	18.2370858	18.25122725	18.00762285	18.53585423	19.01149988	18.64990424	18.57362572	18.97989332	18.65060715	18.26592952	18.30515428	18.44310172	19.0519309	18.18367012	19.14668843	18.39865214	19.79337512	18.78272741
RP11-1105O14.1	0	0	0	0	11.30783578	0	0	0	0	0	0	0	0	9.880113604	0	0	0	0	0	0	0	0	0	0	9.694333997	10.03162922	0	0	0	0	10.80326576	0	0	0	0	0	0	0	0	0	9.821911026	0	0	0	0	0
OR51A3P	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	8.711566764	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
FAM185A	14.19606115	16.1269613	15.31460923	15.50415788	14.98925169	15.22484323	15.08192726	15.31180802	16.44549989	15.71842313	15.77416907	15.73820042	15.38391186	15.42976866	15.17945431	15.02647726	15.08390384	14.65967238	15.56830737	14.78909202	16.06000586	15.7861902	16.00599676	15.13662886	14.81818893	15.90124838	15.50726749	14.67868408	15.44663133	15.72344152	15.22978942	15.20864848	15.72754094	15.05504516	15.20446705	15.62611894	15.67791757	15.39936715	14.95886513	14.46347077	15.34493525	15.71484575	15.51708574	15.78629818	16.50229807	15.36844683
PDE1C	11.4241408	11.72488875	10.66865547	11.44886617	11.59036389	10.56341346	7.442358082	9.528524781	10.17621547	11.19926866	10.33653973	11.01763059	9.42757941	12.93398506	12.46930255	10.0244372	11.17956832	10.45772867	9.403443433	10.5816686	8.752522437	10.34605516	11.94603074	11.57763342	11.1809569	10.66740391	10.09285235	13.06909264	12.3132958	11.65965295	11.36852319	11.43261559	10.44595193	10.59577837	12.54232492	13.12898941	10.98242391	9.348412926	11.54192407	10.27099867	11.08343264	11.55272961	12.06891336	11.31256654	10.6692116	12.01516821
SNORD35B	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-112L6.3	11.39552282	9.917452394	8.563524223	12.26041075	10.70508986	9.708887767	0	0	0	11.81088569	8.752661888	0	10.54078109	9.692322982	9.148516613	9.679709323	12.0507592	9.114205939	11.90833373	9.959540425	9.713219596	8.799552161	9.751813551	0	9.506572655	10.84303216	9.663319912	0	8.825662893	10.31523757	10.61537443	11.5298375	9.017712297	8.597427577	9.99486208	9.350551657	9.799978868	8.878633291	9.053625038	9.017712297	11.21788079	10.65252496	9.278341607	8.844507997	10.12098592	0
AC109460.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AL592211.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SLC25A5P4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.405798819	0	0	0	0	0	9.639595835	0	0	0	0	0	0	0	0	0	0	10.286673	0	0	0	0	0	0	0	0	0	0	0
AC011290.4	10.75761623	12.27804576	11.50695969	0	0	10.07030083	12.49537673	0	12.34880679	13.17243583	11.11176083	14.07810538	12.90179631	11.05305278	0	11.04042976	0	10.47441017	13.2698999	0	13.29583122	12.15842186	11.69733171	11.70794273	0	13.01157165	12.34554041	0	11.76965092	11.09159901	11.5616898	12.08412236	11.96204586	11.5409403	0	14.23377235	10.16141533	12.2376592	10.41376099	13.83625197	11.57954191	10.01481904	11.63826452	0	11.48198972	10.30886055
RNVU1-8	0	0	0	0	0	11.79706648	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AC010646.3	0	0	0	0	10.1673718	0	0	0	0	0	9.797788865	0	0	0	0	0	0	0	10.14872868	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
ABCA1	16.68248427	14.89748959	16.73938797	16.02293389	16.49775955	15.63636484	13.21661157	17.15224785	14.70094966	15.30628997	14.97809193	15.47439665	15.7046615	14.73288976	14.8983154	15.60493052	16.0922879	14.69934729	15.04965838	14.92455785	15.39794906	14.0712703	16.37052047	16.40431607	17.38581675	16.49457428	16.11448856	15.51309523	15.6119574	16.08717996	17.00718789	15.9722307	15.05722718	15.38928078	17.87524744	14.60393198	15.42766417	15.80476384	16.65399946	14.81659984	15.61809834	16.53858899	15.60575691	16.02989182	15.67037949	15.86510247
RP11-484D2.4	13.51965514	0	14.26928657	11.47827693	0	12.83190584	11.35153809	11.01125618	14.52637845	0	14.09633317	0	13.8164605	13.81522332	13.68566434	13.539581	14.43806362	11.65163137	0	14.08271899	14.47353829	14.33596312	15.28975785	13.47038814	13.62924685	13.38196429	13.52317285	12.04604565	11.36261027	12.85388227	14.15411621	14.43156747	13.87653285	12.71845724	12.53327347	13.47301202	14.33801182	13.00028615	14.39791188	13.1396312	14.87238288	13.19136524	14.98556845	12.96609156	0	14.07055621
MYLK-AS1	12.21437502	13.55828583	13.72285124	11.05751014	13.76157322	13.07390219	12.51525674	13.11334372	13.87101025	12.34444351	14.15343917	13.95043933	12.98056341	12.61680726	11.58701388	13.25617273	14.01714754	12.03794282	13.80431128	10.07807053	13.60284982	13.37452272	13.03888017	12.9239777	12.87135245	13.48457886	15.22316532	13.32534663	13.11121224	13.54834692	13.27826889	14.5686189	13.77752965	13.10482376	11.11274361	13.95892823	12.72457214	13.90119436	12.87018445	13.59311909	14.17729959	12.35551072	13.48224979	11.76777936	15.59591541	13.15219308
URB1-AS1	15.49306323	17.643232	16.40815336	16.77051268	16.27027478	15.92174486	16.59426039	16.81055835	16.24057154	15.48902131	16.97008843	16.96358647	16.66016966	15.74762184	15.33547492	15.76247332	16.63967177	15.4454903	16.59674711	16.58146977	17.19737024	16.92768716	16.21526042	15.34618452	16.06085911	16.89232313	16.63284142	15.86272383	15.99925845	15.93123318	17.16085197	16.43614062	16.36020583	15.66454913	15.63545581	16.52511206	15.86920694	15.25454745	16.18886432	17.53641851	16.91963921	16.78300602	16.38749848	16.17524334	17.81612381	17.08387513
USP17L15	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RNU4-53P	11.32155042	0	0	0	0	0	0	11.39750876	0	0	11.67575375	0	0	0	0	12.60418029	11.6549379	12.03794282	0	0	11.05321586	11.72273709	0	0	0	0	0	0	0	0	0	13.64810638	0	0	0	12.85949609	12.72457214	11.80196849	0	12.94110911	11.55879018	0	0	0	0	0
FAM197Y1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
NIF3L1	17.91636502	18.72970875	18.17478398	17.77156949	18.26538627	18.93293835	18.33383156	18.49615	18.26102538	18.43310187	18.48811226	18.77078516	18.42044191	18.24729633	18.16072145	18.35290613	18.24776153	18.73356317	18.52627185	19.17609543	18.61491738	18.54682788	18.02792331	18.04599325	18.42353331	18.27240658	18.2182579	18.29035737	18.35329569	18.23145223	18.63327841	18.38746001	18.15008929	17.98062055	17.92986275	18.45292367	18.10939514	18.137061	18.05665897	18.98024808	18.14418757	18.72927079	18.44246876	18.18728283	19.24103119	18.18712101
ANKRD1	12.20046001	11.19122844	7.671526304	11.74377556	10.2251952	0	7.922090346	13.03530447	9.356697872	10.3313683	0	10.82175033	0	8.798548336	8.255427628	10.10591353	14.76400675	0	0	9.06551247	8.819423409	10.22417202	10.6631107	11.03609217	9.196737583	10.75516298	9.353435852	7.618209994	8.930166776	10.41988482	12.30648125	13.25313365	0	8.701893293	0	8.457177399	7.909100641	7.985993265	8.160684444	10.44261789	9.738728583	7.763011909	9.967147472	9.947554469	9.226826148	10.05201343
RP11-274J15.2	9.88194385	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.16463346	0	0	0	0	0	0	0	0	0	10.32879556	0	0	0	0	10.10119535	0	0	0	0	9.835346938	0	0	0	0	10.11903717	0	0	0	11.60557965	0
MCOLN2	15.65546251	17.3579287	17.01444444	14.61953637	14.23294379	17.66087929	15.40308985	13.61023089	17.00311438	15.92840054	16.98187147	17.48464682	11.72095992	13.40635301	16.01066587	14.18395006	14.79634401	16.57773742	15.82050735	15.60422076	15.9777752	16.23957157	15.10627974	14.35247567	17.43289891	13.87651397	16.12262899	16.72227933	17.22808795	17.00551019	16.82457071	14.3502428	16.95599968	16.98742306	16.44946177	16.16438574	16.90875336	16.44392705	16.58839441	17.37103434	16.13580024	16.36090862	18.00223311	14.21378232	13.51352705	17.93517865
MUT	17.66080082	18.51469772	17.77406127	16.67001664	18.23373613	18.2372275	17.96234796	18.60051121	17.81214608	18.66354594	18.18497588	18.28867541	18.40346134	17.81168606	17.92609179	17.87357202	17.96541486	19.10997845	17.49670778	17.61783645	17.61046138	18.11245039	17.82795552	18.11930037	18.50975654	18.16095307	17.25180894	18.41235261	17.87661319	17.97216057	18.22584046	17.91412153	17.44585415	18.58243794	17.98862266	18.22917341	18.45506164	17.95034669	18.05647598	18.20073836	17.99584111	17.59867021	18.29269395	18.57799146	18.13082362	18.48702522
RP11-476B13.2	10.59011893	0	0	0	0	0	0	0	0	10.42076996	0	0	0	0	0	0	0	0	0	0	9.322987202	0	0	0	0	10.03781515	0	9.702050497	0	0	9.810257814	0	0	0	0	9.544468841	0	0	0	0	0	9.847390862	0	0	0	0
VTA1	17.08918493	17.88403364	17.09148639	16.47339734	17.52020407	17.62629918	17.34774396	17.72663577	17.29108664	17.88824418	17.63219238	17.66075473	17.23383893	17.44082711	17.92633686	17.54507121	17.39746148	17.96827101	17.35419039	17.90704444	17.1770537	17.24643411	17.02708681	17.1794101	17.53826109	17.70437971	17.37096466	17.40680244	17.496116	17.3771887	17.38447492	17.28149157	17.68493346	17.56935102	17.80001385	17.68698231	17.30536823	16.88688729	17.42023768	17.81201979	17.36676757	17.33558169	17.03946119	17.85063309	17.99448496	17.54575343
RP11-26E5.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	10.72007121	0	0	0	0	0	0	0	0	0
SIM2	15.62682779	15.39383511	16.60288565	16.00775112	15.70966263	15.80775556	16.51197446	15.55096178	12.56017379	13.50858966	15.82632687	14.53291364	15.87174751	13.51678785	16.21851568	16.23677057	15.61350011	15.76712461	16.00247953	11.53850186	15.8585956	9.858417625	11.36377967	16.14144886	11.61290617	14.31790655	16.27567497	14.69326059	15.86642939	15.84283003	14.95433248	15.98289521	16.81515873	9.334558136	15.74332481	16.22908965	15.84837769	12.47242363	15.61186538	15.45402186	16.14793738	16.23785025	15.70582906	15.909436	15.46320756	12.66966558
RP11-26C10.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
SNORA77	0	0	11.61544823	0	0	0	0	0	11.72051663	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	13.04890016	0	0	0	0	0	12.68781357	0	0	0	0	0
TIMM9P1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.16751007	0	0	10.18306131	0	0	0	0	0	0	0	0	0	10.67062229	0	0	0	0	0	0	0	0	0	10.68846939	0	0	0	0	0
RP11-362F19.1	10.5785385	8.103821111	6.755726146	14.62864772	10.47281098	15.63126582	0	14.01122139	16.63533091	13.47434509	0	13.31401321	16.32976769	6.885440137	16.25637619	6.87291843	11.55543418	0	13.43308855	14.09497706	6.327225328	0	9.741787711	7.536117294	14.78527862	8.613504726	9.653294811	13.97422127	0	10.99991733	9.606269111	16.66450421	0	7.782871374	15.69178213	15.8907209	8.569731509	14.60512487	0	7.207329264	8.404147486	7.840543854	7.466802431	14.03528689	0	8.13368078
RP11-793H4.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	9.778079474	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-360N9.3	0	0	0	0	8.948649455	0	8.64148423	0	0	0	0	9.959177775	0	8.52097464	8.975305255	0	0	0	0	8.787822385	0	0	10.16282455	0	0	8.67225107	0	8.337053912	0	0	11.61130443	0	0	0	0	0	0	0	8.880435765	0	8.462870819	8.482132376	0	0	0	0
ZCCHC17	18.6840998	19.31508503	18.42159617	18.67922376	18.57979016	18.67976566	18.36418965	18.67593341	18.00844002	18.55680133	18.2578056	19.80931252	17.69121189	18.22300723	17.96781078	18.37537869	18.19467927	19.1319183	18.71992262	18.46987001	17.99271639	18.12262129	17.81067548	18.19899374	18.33434965	18.09055468	18.54135145	17.93453901	18.55883869	18.27446209	17.9844901	18.41749784	18.87938931	18.0811939	18.36026092	18.74864937	18.01478391	18.13173508	18.16289395	18.24737988	18.38913603	18.26789765	18.53479648	17.96055599	20.00964122	18.50614161
EML2	17.36835249	16.49311031	16.82430242	17.84272098	17.11071221	17.7258541	17.81417258	17.9697866	17.81677457	16.49798995	17.09589767	17.27236637	17.29107445	18.04430742	17.40143172	17.33864053	18.00817481	16.79244793	16.65608684	16.44551687	16.58613115	17.32322976	16.90047125	16.65159652	16.39975251	16.78749246	16.54568363	17.93272483	17.38439265	16.89190301	17.36793514	16.95839708	17.67653794	16.57484696	16.30756575	17.26837178	16.87178382	16.85227222	17.10479612	16.64391414	16.70850726	17.2937523	17.08390787	17.26008523	16.33175649	17.69863031
CSNK1G2-AS1	11.05648449	0	10.22173432	9.600867424	0	9.37016433	9.474252788	9.134363663	11.49605093	0	11.73248515	9.793710094	11.2012449	13.15891055	0	9.340995218	11.84913348	0	10.76225405	9.620744142	11.3728637	10.77987938	13.45548153	9.009337975	9.167917977	0	10.64518858	12.0741668	8.487325126	10.3910368	13.13341577	8.387129969	10.26188395	8.259234165	0	11.17970685	11.26711971	9.538326239	11.29726316	11.99802681	11.87847793	10.63528358	11.74461154	11.08781139	0	9.60859617
LINC01501	8.250443716	0	0	0	0	8.561697301	0	0	0	0	0	0	0	0	0	0	8.582969438	0	0	10.3948365	0	0	0	0	0	0	0	0	0	0	0	10.57365283	0	0	0	0	8.652660102	0	0	0	0	0	0	0	0	0
PON1	7.988356487	0	8.152462088	15.74989331	9.294202057	8.882861574	11.64745747	7.06943298	8.840596394	10.81400006	7.345885877	9.720651769	8.546390679	8.866312191	9.735342688	8.853710381	8.904144894	10.28539614	0	0	10.30032131	7.392599086	8.342268285	7.939282588	7.102799021	0	0	9.417837602	12.31732987	8.904794791	9.204578668	8.3142112	9.6044576	7.191280383	10.58206581	6.947751242	0	9.050926952	7.645806192	0	9.806563782	8.244071558	8.866786916	7.437390464	0	0
RPSAP32	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	11.13669413	0
GPR35	18.11008804	18.1638922	18.1144054	18.88028653	16.9368695	18.58338789	18.8961525	18.27851108	18.87249199	17.94134063	18.8901759	18.70785436	18.68565387	18.92705259	17.74607576	18.74227824	17.5507658	18.53099924	19.10950848	18.35126271	18.24043462	18.48460589	19.42022035	18.63472989	19.24899378	18.16932989	18.92181983	18.8263777	18.86323408	18.7670304	18.35917713	18.50269052	18.33730511	17.94868822	18.10407502	18.08552165	18.40311703	19.801783	18.23545336	19.19297525	18.75678551	18.0389578	18.92952722	18.02746705	19.22703694	18.04724903
PRG4	13.66572792	9.842387033	10.70781605	12.30811281	11.68198683	8.787289926	11.09055685	10.39689975	11.22769314	9.789437566	10.41219288	9.887717577	10.95843241	10.03184929	9.709980653	13.07690219	9.806960481	9.675650219	10.66377782	9.71473855	10.40609281	8.555081385	10.09135465	10.80189388	11.06754506	10.59810745	12.22412598	10.16919584	11.48480364	11.23955644	11.07238928	18.32359453	11.01847926	12.04940806	11.33389886	10.01155882	11.07751913	10.33205422	12.53400114	9.579098419	10.91155347	10.49502114	10.03232458	12.59652898	9.876155642	12.58373521
AC118345.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
PCDHGA2	12.87490905	9.958029122	11.14844755	10.60122412	11.85214902	11.33330273	8.961832839	12.02095343	12.52879116	11.52038752	10.41247872	10.27995818	11.50497808	10.11951686	10.07245367	11.47806502	11.19856646	10.15348567	9.250507341	9.300558836	9.716359294	11.266358	11.13535328	10.77418123	11.36887388	11.22742092	10.00312456	10.8470837	11.33314242	12.25943954	12.82872777	11.42025153	10.44360381	10.45846414	11.50404771	10.27464609	10.83976511	11.85998775	11.34583666	8.943001454	10.06130463	10.314868	9.787752909	11.9892544	9.783434304	12.41565278
AC106037.1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
RP11-1072C15.7	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
