pathway	sample	count
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM54	4
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM55	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM56	0
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM57	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM58	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM59	0
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM5	0
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM60	0
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM61	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM62	2
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM63	9
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM64	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM65	9
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM66	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM67	2
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM68	3
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM69	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM6	0
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM70	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM71	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM72	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM73	2
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM74	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM75	2
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM76	2
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM77	1
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM78	0
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM7	0
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM8	2
KEGG_HYPERTROPHIC_CARDIOMYOPATHY_HCM	PGM9	2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM10	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM11	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM12	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM13	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM14	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM15	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM16	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM17	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM18	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM19	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM1	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM20	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM21	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM22	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM23	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM24	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM25	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM26	3
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM27	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM28	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM29	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM2	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM30	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM31	2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM32	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM33	5
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM34	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM35	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM36	3
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM37	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM38	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM39	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM3	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM40	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM41	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM42	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM43	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM44	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM45	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM46	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM47	2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM48	8
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM49	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM4	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM50	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM51	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM52	2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM53	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM54	2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM55	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM56	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM57	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM58	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM59	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM5	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM60	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM61	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM62	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM63	5
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM64	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM65	9
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM66	2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM67	2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM68	2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM69	2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM6	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM70	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM71	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM72	2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM73	2
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM74	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM75	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM76	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM77	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM78	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM7	0
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM8	1
KEGG_ARRHYTHMOGENIC_RIGHT_VENTRICULAR_CARDIOMYOPATHY_ARVC	PGM9	2
KEGG_DILATED_CARDIOMYOPATHY	PGM10	0
KEGG_DILATED_CARDIOMYOPATHY	PGM11	1
KEGG_DILATED_CARDIOMYOPATHY	PGM12	2
KEGG_DILATED_CARDIOMYOPATHY	PGM13	1
KEGG_DILATED_CARDIOMYOPATHY	PGM14	4
KEGG_DILATED_CARDIOMYOPATHY	PGM15	1
KEGG_DILATED_CARDIOMYOPATHY	PGM16	0
KEGG_DILATED_CARDIOMYOPATHY	PGM17	1
KEGG_DILATED_CARDIOMYOPATHY	PGM18	1
KEGG_DILATED_CARDIOMYOPATHY	PGM19	1
KEGG_DILATED_CARDIOMYOPATHY	PGM1	1
KEGG_DILATED_CARDIOMYOPATHY	PGM20	1
KEGG_DILATED_CARDIOMYOPATHY	PGM21	1
KEGG_DILATED_CARDIOMYOPATHY	PGM22	1
KEGG_DILATED_CARDIOMYOPATHY	PGM23	0
KEGG_DILATED_CARDIOMYOPATHY	PGM24	0
KEGG_DILATED_CARDIOMYOPATHY	PGM25	1
KEGG_DILATED_CARDIOMYOPATHY	PGM26	3
KEGG_DILATED_CARDIOMYOPATHY	PGM27	2
KEGG_DILATED_CARDIOMYOPATHY	PGM28	0
KEGG_DILATED_CARDIOMYOPATHY	PGM29	1
KEGG_DILATED_CARDIOMYOPATHY	PGM2	1
KEGG_DILATED_CARDIOMYOPATHY	PGM30	0
KEGG_DILATED_CARDIOMYOPATHY	PGM31	1
KEGG_DILATED_CARDIOMYOPATHY	PGM32	1
KEGG_DILATED_CARDIOMYOPATHY	PGM33	8
KEGG_DILATED_CARDIOMYOPATHY	PGM34	1
KEGG_DILATED_CARDIOMYOPATHY	PGM35	0
KEGG_DILATED_CARDIOMYOPATHY	PGM36	2
KEGG_DILATED_CARDIOMYOPATHY	PGM37	4
KEGG_DILATED_CARDIOMYOPATHY	PGM38	1
KEGG_DILATED_CARDIOMYOPATHY	PGM39	1
KEGG_DILATED_CARDIOMYOPATHY	PGM3	0
KEGG_DILATED_CARDIOMYOPATHY	PGM40	2
KEGG_DILATED_CARDIOMYOPATHY	PGM41	0
KEGG_DILATED_CARDIOMYOPATHY	PGM42	1
KEGG_DILATED_CARDIOMYOPATHY	PGM43	0
KEGG_DILATED_CARDIOMYOPATHY	PGM44	1
KEGG_DILATED_CARDIOMYOPATHY	PGM45	1
KEGG_DILATED_CARDIOMYOPATHY	PGM46	1
KEGG_DILATED_CARDIOMYOPATHY	PGM47	4
KEGG_DILATED_CARDIOMYOPATHY	PGM48	8
KEGG_DILATED_CARDIOMYOPATHY	PGM49	1
KEGG_DILATED_CARDIOMYOPATHY	PGM4	3
KEGG_DILATED_CARDIOMYOPATHY	PGM50	2
KEGG_DILATED_CARDIOMYOPATHY	PGM51	0
KEGG_DILATED_CARDIOMYOPATHY	PGM52	2
KEGG_DILATED_CARDIOMYOPATHY	PGM53	1
KEGG_DILATED_CARDIOMYOPATHY	PGM54	4
KEGG_DILATED_CARDIOMYOPATHY	PGM55	1
KEGG_DILATED_CARDIOMYOPATHY	PGM56	0
KEGG_DILATED_CARDIOMYOPATHY	PGM57	1
KEGG_DILATED_CARDIOMYOPATHY	PGM58	1
KEGG_DILATED_CARDIOMYOPATHY	PGM59	0
KEGG_DILATED_CARDIOMYOPATHY	PGM5	0
KEGG_DILATED_CARDIOMYOPATHY	PGM60	0
KEGG_DILATED_CARDIOMYOPATHY	PGM61	1
KEGG_DILATED_CARDIOMYOPATHY	PGM62	2
KEGG_DILATED_CARDIOMYOPATHY	PGM63	9
KEGG_DILATED_CARDIOMYOPATHY	PGM64	1
KEGG_DILATED_CARDIOMYOPATHY	PGM65	12
KEGG_DILATED_CARDIOMYOPATHY	PGM66	2
KEGG_DILATED_CARDIOMYOPATHY	PGM67	2
KEGG_DILATED_CARDIOMYOPATHY	PGM68	3
KEGG_DILATED_CARDIOMYOPATHY	PGM69	1
KEGG_DILATED_CARDIOMYOPATHY	PGM6	0
KEGG_DILATED_CARDIOMYOPATHY	PGM70	1
KEGG_DILATED_CARDIOMYOPATHY	PGM71	1
KEGG_DILATED_CARDIOMYOPATHY	PGM72	1
KEGG_DILATED_CARDIOMYOPATHY	PGM73	3
KEGG_DILATED_CARDIOMYOPATHY	PGM74	1
KEGG_DILATED_CARDIOMYOPATHY	PGM75	2
KEGG_DILATED_CARDIOMYOPATHY	PGM76	3
KEGG_DILATED_CARDIOMYOPATHY	PGM77	1
KEGG_DILATED_CARDIOMYOPATHY	PGM78	0
KEGG_DILATED_CARDIOMYOPATHY	PGM7	0
KEGG_DILATED_CARDIOMYOPATHY	PGM8	2
KEGG_DILATED_CARDIOMYOPATHY	PGM9	2
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM10	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM11	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM12	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM13	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM14	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM15	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM16	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM17	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM18	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM19	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM1	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM20	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM21	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM22	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM23	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM24	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM25	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM26	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM27	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM28	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM29	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM2	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM30	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM31	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM32	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM33	2
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM34	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM35	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM36	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM37	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM38	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM39	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM3	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM40	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM41	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM42	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM43	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM44	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM45	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM46	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM47	2
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM48	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM49	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM4	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM50	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM51	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM52	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM53	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM54	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM55	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM56	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM57	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM58	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM59	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM5	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM60	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM61	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM62	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM63	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM64	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM65	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM66	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM67	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM68	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM69	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM6	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM70	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM71	1
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM72	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM73	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM74	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM75	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM76	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM77	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM78	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM7	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM8	0
KEGG_GLYCOLYSIS_GLUCONEOGENESIS	PGM9	2
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM10	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM11	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM12	1
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM13	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM14	1
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM15	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM16	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM17	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM18	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM19	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM1	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM20	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM21	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM22	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM23	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM24	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM25	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM26	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM27	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM28	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM29	1
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM2	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM30	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM31	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM32	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM33	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM34	1
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM35	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM36	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM37	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM38	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM39	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM3	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM40	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM41	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM42	1
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM43	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM44	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM45	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM46	2
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM47	1
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM48	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM49	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM4	1
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM50	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM51	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM52	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM53	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM54	1
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM55	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM56	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM57	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM58	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM59	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM5	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM60	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM61	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM62	1
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM63	1
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM64	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM65	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM66	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM67	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM68	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM69	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM6	1
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM70	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM71	1
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM72	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM73	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM74	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM75	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM76	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM77	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM78	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM7	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM8	0
KEGG_CITRATE_CYCLE_TCA_CYCLE	PGM9	1
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM10	0
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM11	0
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM12	0
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM13	0
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM14	0
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM15	0
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM16	0
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM17	0
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM18	0
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM19	1
KEGG_PENTOSE_PHOSPHATE_PATHWAY	PGM1	0
