	PGM10	PGM11	PGM12	PGM13	PGM14	PGM15	PGM16	PGM17	PGM18	PGM19	PGM1	PGM20	PGM21	PGM22	PGM23	PGM24	PGM25	PGM26	PGM27	PGM28	PGM29	PGM2	PGM30	PGM31	PGM32	PGM33	PGM34	PGM35	PGM36	PGM37	PGM38	PGM39	PGM3	PGM40	PGM41	PGM42	PGM43	PGM44	PGM45	PGM46	PGM47	PGM48	PGM49	PGM4	PGM50	PGM51	PGM52	PGM53	PGM54	PGM55	PGM56	PGM57	PGM58	PGM59	PGM5	PGM60	PGM61	PGM62	PGM63	PGM64	PGM65	PGM66	PGM67	PGM68	PGM69	PGM6	PGM70	PGM71	PGM72	PGM73	PGM74	PGM75	PGM76	PGM77	PGM78	PGM7	PGM8	PGM9
KEGG_PROPANOATE_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
KEGG_BUTANOATE_METABOLISM	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	2
KEGG_ONE_CARBON_POOL_BY_FOLATE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_FOLATE_BIOSYNTHESIS	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KEGG_RETINOL_METABOLISM	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	1	0	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2
KEGG_NITROGEN_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KEGG_SULFUR_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	1	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	4	0	0	1	0	0	0	0	0	0	0	1	0	0	1	0	0	0
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	2	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	2	0	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_ABC_TRANSPORTERS	0	0	1	0	0	0	1	0	0	0	1	1	0	1	1	0	0	0	1	0	2	0	0	1	0	4	0	0	0	0	0	1	2	1	2	0	2	0	0	0	2	2	1	2	0	1	2	1	3	1	2	0	0	0	0	0	0	2	7	0	4	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	1
KEGG_RIBOSOME	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_RNA_DEGRADATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	3	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0
KEGG_RNA_POLYMERASE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	2	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_DNA_REPLICATION	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	2	0	3	0	0	0	0	0	0	1	0	1	1	0	0	0	0	0	0	0
KEGG_SPLICEOSOME	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	3	0	9	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	3	0	1	0	2	2	1	1	0	0	0	0	0	0	0	1	0	2	1	4	0	2	0	0	0	0	0	0	0	0	1	0	2	1	1	0	0
KEGG_PROTEASOME	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	1	1	0	1	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	2	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KEGG_PROTEIN_EXPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	0	0
KEGG_PPAR_SIGNALING_PATHWAY	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	3	0	3	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	0	0
KEGG_BASE_EXCISION_REPAIR	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	1	0	0	0	0	0	0	1	0	1	2	0	3	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	1	0	0	1	0	1	1	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	4	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KEGG_MISMATCH_REPAIR	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KEGG_HOMOLOGOUS_RECOMBINATION	0	0	1	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	3	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
KEGG_MAPK_SIGNALING_PATHWAY	1	0	1	0	2	2	0	0	2	1	3	1	3	2	2	3	1	3	3	2	2	1	0	4	2	18	3	0	3	4	1	1	0	1	0	1	2	0	0	1	3	8	0	6	5	2	2	2	5	0	1	1	1	0	0	0	0	4	19	3	15	3	1	4	0	1	1	2	0	1	0	4	2	2	5	2	2	4
KEGG_ERBB_SIGNALING_PATHWAY	0	1	0	0	0	5	1	0	0	0	0	0	2	1	0	4	0	2	1	0	0	2	0	2	1	7	1	1	1	1	0	1	1	1	1	0	3	0	0	1	5	5	0	2	2	0	1	1	0	0	0	0	0	0	0	2	0	3	5	1	3	0	1	1	0	0	1	2	0	0	1	0	0	0	4	0	2	0
KEGG_CALCIUM_SIGNALING_PATHWAY	0	1	2	1	1	5	1	1	1	1	1	1	0	1	1	1	2	3	2	2	0	2	0	4	3	11	2	0	1	2	1	0	2	1	0	4	1	0	1	2	4	11	0	8	3	1	3	3	3	0	0	0	2	0	0	1	1	2	20	1	23	2	2	4	0	0	0	2	0	0	2	3	1	1	1	0	0	1
KEGG_CYTOKINE_CYTOKINE_RECEPTOR_INTERACTION	0	0	0	0	0	3	0	2	0	0	1	0	2	1	0	2	0	0	3	1	0	0	0	2	0	7	0	0	4	0	3	0	1	1	0	0	0	0	1	1	2	2	1	1	2	0	2	1	8	0	0	0	0	0	0	0	0	0	8	0	10	1	0	4	0	0	1	1	0	0	1	2	2	1	2	1	0	3
KEGG_CHEMOKINE_SIGNALING_PATHWAY	0	0	0	0	1	4	0	0	0	0	0	0	0	3	0	3	0	3	3	2	0	1	0	2	0	7	1	0	2	2	1	1	1	1	1	3	1	0	0	0	5	5	0	4	3	0	1	2	1	1	0	0	0	0	0	0	1	1	8	1	11	0	0	1	0	1	1	3	1	1	1	2	0	1	2	0	1	0
KEGG_PHOSPHATIDYLINOSITOL_SIGNALING_SYSTEM	0	0	0	0	0	7	0	1	1	0	1	0	0	2	1	2	0	1	1	0	1	3	0	1	0	6	0	0	1	0	0	1	0	0	3	1	0	0	0	0	5	3	0	2	0	1	0	1	1	0	0	0	0	0	0	0	0	0	9	1	4	0	0	1	0	0	0	0	0	0	2	0	1	0	1	0	0	0
KEGG_NEUROACTIVE_LIGAND_RECEPTOR_INTERACTION	0	1	3	1	3	6	1	0	0	1	1	4	3	1	2	1	1	2	9	3	1	0	1	1	2	9	4	0	2	1	4	1	0	1	0	3	3	1	2	4	11	9	0	9	2	3	5	3	4	2	0	0	1	0	0	1	2	4	20	0	23	3	2	6	0	0	0	2	1	0	2	3	1	0	0	2	1	2
KEGG_CELL_CYCLE	1	0	0	0	2	1	0	0	1	0	1	2	2	1	1	1	1	2	3	3	2	0	1	1	1	8	2	0	2	2	0	1	0	1	1	1	1	0	0	0	3	3	0	1	1	1	1	2	4	1	2	0	1	0	0	0	0	3	7	1	9	0	2	1	0	1	0	5	0	2	0	1	3	0	4	1	0	4
KEGG_OOCYTE_MEIOSIS	0	0	0	0	1	2	0	0	2	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	4	1	0	2	0	1	0	0	1	0	0	0	0	0	0	3	2	0	3	2	0	0	1	1	1	0	0	0	0	0	0	0	1	6	0	8	0	0	1	0	0	1	1	0	1	0	1	0	0	3	1	0	0
KEGG_P53_SIGNALING_PATHWAY	1	0	0	0	1	0	0	0	1	0	0	1	1	1	1	1	1	1	2	2	1	1	1	0	1	3	2	0	1	1	0	1	0	0	0	1	1	0	1	0	0	1	0	0	1	1	1	1	2	0	1	0	0	0	0	0	1	1	2	1	6	0	0	0	0	1	0	1	0	0	0	1	1	0	1	1	0	0
KEGG_UBIQUITIN_MEDIATED_PROTEOLYSIS	0	0	0	0	0	1	1	0	1	1	1	0	0	1	1	1	0	0	2	2	1	0	1	2	1	5	1	1	0	0	0	0	2	0	0	2	1	0	0	0	5	4	0	1	2	1	0	0	3	0	0	0	0	0	0	1	1	1	5	0	11	0	0	0	0	1	0	0	0	0	0	1	2	0	1	0	0	0
KEGG_REGULATION_OF_AUTOPHAGY	0	1	0	1	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	1	0	0
KEGG_ENDOCYTOSIS	0	1	0	0	1	3	0	0	0	1	1	1	0	0	0	4	0	0	3	0	0	0	0	0	1	7	0	1	2	1	1	2	1	1	2	1	0	0	0	0	5	0	0	6	0	2	2	1	5	0	0	1	0	0	0	1	0	1	11	0	14	0	0	1	0	0	1	1	0	1	0	3	0	0	3	0	0	0
KEGG_PEROXISOME	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	3	0	0	1	0	1	0	0	1	0	0	1	0	0	1	0	3	0	1	1	0	0	2	1	0	0	0	0	0	0	0	0	2	4	0	5	0	0	1	0	2	0	1	0	0	0	1	0	0	1	1	0	0
KEGG_MTOR_SIGNALING_PATHWAY	0	1	0	1	0	2	0	0	0	0	0	0	0	0	0	3	0	1	1	0	0	1	0	2	0	4	0	1	1	0	0	1	0	0	1	0	1	0	0	0	2	2	0	2	0	0	1	2	1	0	0	0	0	0	0	1	0	1	0	1	2	0	0	2	0	0	0	1	1	1	1	0	0	0	2	1	0	0
KEGG_APOPTOSIS	1	0	0	0	1	3	0	0	3	1	0	0	1	1	1	3	1	1	3	1	1	2	1	3	1	6	1	0	1	1	0	2	0	0	2	2	1	0	1	0	2	4	0	2	2	1	2	2	1	0	1	0	0	0	0	0	0	3	3	2	5	1	0	2	0	1	0	2	0	0	1	2	1	0	3	2	0	0
KEGG_VASCULAR_SMOOTH_MUSCLE_CONTRACTION	0	0	0	0	1	4	0	0	0	0	0	0	0	3	1	0	0	2	0	1	0	0	1	1	0	9	1	0	0	2	2	0	1	0	0	1	0	0	0	0	3	6	0	4	2	0	0	2	1	0	0	0	0	1	0	0	0	1	5	0	10	2	1	0	1	1	1	0	0	1	1	1	1	0	1	0	0	0
KEGG_WNT_SIGNALING_PATHWAY	1	0	0	0	2	3	0	0	3	1	0	1	1	3	2	3	2	3	2	3	1	1	0	2	2	7	2	0	3	3	0	1	1	1	0	2	2	1	2	0	1	8	0	4	4	2	2	2	3	1	2	0	0	0	0	0	0	2	12	1	10	0	2	0	1	3	0	3	1	1	2	3	1	0	2	1	0	0
KEGG_DORSO_VENTRAL_AXIS_FORMATION	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	3	1	0	0	0	0	0	0	2	0	0	1	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	1	2	1	0	0	1	2	0	0	0	1	0	0	0	0	1	0
KEGG_NOTCH_SIGNALING_PATHWAY	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	2	1	0	0	0	0	1	0	0	0	0	0	0	0	1	2	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
KEGG_HEDGEHOG_SIGNALING_PATHWAY	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	3	1	0	2	1	1	0	1	0	1	0	1	1	1	0	2	1	0	1	1	1	1	1	3	0	0	0	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	1	0	1	0	1	1	0	0	0	0	0
KEGG_TGF_BETA_SIGNALING_PATHWAY	0	0	0	0	0	3	0	1	1	0	1	1	2	1	0	0	0	2	1	2	0	0	0	1	0	4	0	1	2	0	1	0	2	1	0	1	0	0	1	0	2	1	0	0	2	0	0	1	4	0	1	0	0	0	0	2	0	1	5	0	6	0	1	2	0	1	0	3	0	1	0	1	2	1	2	1	0	3
KEGG_AXON_GUIDANCE	0	1	0	2	0	0	2	0	2	2	1	0	1	3	1	1	0	2	2	4	1	1	0	1	1	10	2	1	2	4	0	0	1	1	0	2	2	0	0	0	5	3	0	4	6	0	1	3	4	0	0	1	0	0	0	0	1	0	11	1	11	1	1	4	0	1	2	2	0	1	0	1	1	1	2	1	0	1
KEGG_VEGF_SIGNALING_PATHWAY	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	2	0	0	1	1	0	3	0	2	1	5	1	0	0	0	1	1	0	1	1	1	1	0	0	0	1	3	0	2	1	0	1	1	2	0	0	0	0	0	0	0	0	1	5	1	3	1	0	1	0	0	2	1	0	1	1	2	0	0	2	0	0	0
KEGG_FOCAL_ADHESION	0	1	2	0	3	6	1	0	4	1	1	0	2	5	0	5	1	3	6	2	1	3	0	4	0	19	0	0	3	3	2	2	2	0	3	2	1	0	1	2	6	12	1	3	4	1	4	2	3	0	0	0	1	0	0	0	3	2	13	1	20	2	1	5	1	1	3	4	2	1	1	5	4	1	5	1	2	1
KEGG_ECM_RECEPTOR_INTERACTION	0	1	1	0	1	3	0	0	3	1	1	0	2	2	0	2	0	3	3	1	1	1	0	2	0	12	0	0	1	2	0	1	1	0	2	0	0	0	0	1	3	6	1	0	2	0	3	2	3	0	0	0	1	0	0	0	2	1	6	1	14	1	0	1	1	0	2	3	2	1	0	2	4	1	1	1	2	1
KEGG_CELL_ADHESION_MOLECULES_CAMS	0	0	2	2	1	3	3	0	1	0	1	1	1	0	0	0	0	2	1	4	2	0	1	1	1	4	2	0	1	0	1	0	2	0	1	1	0	0	2	1	4	6	1	2	3	1	3	1	2	0	3	0	1	1	0	1	1	1	7	0	6	0	2	1	1	0	2	1	1	2	1	0	0	0	1	1	1	1
KEGG_ADHERENS_JUNCTION	0	0	1	1	0	1	2	0	2	0	1	1	2	1	1	0	0	0	0	1	0	0	1	1	0	2	0	1	0	0	1	0	1	3	1	0	1	0	1	1	1	2	0	1	0	0	0	2	2	1	2	0	0	0	0	0	1	0	5	0	9	1	1	1	1	1	0	3	1	0	1	1	0	1	2	0	1	2
KEGG_TIGHT_JUNCTION	0	1	1	1	0	4	0	2	2	0	1	0	0	1	1	2	0	1	0	0	0	1	0	3	0	8	1	0	3	2	1	0	0	3	0	1	1	0	1	0	1	3	0	0	3	1	0	0	2	1	1	0	0	0	0	0	1	2	13	0	9	2	1	1	1	1	1	2	1	0	0	0	2	1	2	0	1	2
KEGG_GAP_JUNCTION	0	0	0	0	2	3	0	0	0	0	0	0	0	2	0	1	1	2	2	0	0	0	0	2	1	6	2	0	0	2	1	0	0	1	0	2	1	0	0	0	5	5	0	3	1	0	0	1	0	0	0	0	0	1	0	0	0	0	6	0	4	2	0	1	1	0	1	2	0	1	0	2	1	0	1	0	1	0
KEGG_COMPLEMENT_AND_COAGULATION_CASCADES	0	0	0	0	1	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	0	0	0	2	0	6	0	0	0	0	1	0	0	0	0	0	0	1	1	0	1	3	0	4	2	0	1	0	1	0	0	0	0	0	0	1	0	0	3	0	4	0	0	0	2	0	0	1	1	0	1	1	2	0	2	0	0	0
KEGG_ANTIGEN_PROCESSING_AND_PRESENTATION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	3	1	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	2	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0
KEGG_TOLL_LIKE_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	2	0	0	2	0	0	0	1	0	1	2	0	1	1	0	1	1	0	3	0	2	0	0	1	0	1	1	1	0	1	0	0	0	0	0	1	3	0	3	0	0	1	1	0	0	0	0	0	0	0	0	0	2	2	1	4	1	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0
KEGG_NOD_LIKE_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	1	0	1	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	3	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0
KEGG_RIG_I_LIKE_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	3	0	4	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0
KEGG_CYTOSOLIC_DNA_SENSING_PATHWAY	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	3	0	3	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_JAK_STAT_SIGNALING_PATHWAY	0	0	0	0	1	3	0	1	0	0	1	1	0	0	0	3	0	1	3	1	0	1	0	1	0	3	0	0	2	0	2	2	0	1	1	0	0	0	0	0	4	5	1	1	0	0	0	2	3	0	0	0	0	0	0	0	0	4	5	1	4	0	0	1	0	0	0	1	0	1	2	0	2	0	6	0	1	1
KEGG_HEMATOPOIETIC_CELL_LINEAGE	0	0	0	0	1	1	0	0	1	0	0	0	0	0	0	2	0	0	2	1	0	0	0	1	0	5	0	0	4	0	0	0	1	1	0	1	0	1	1	0	2	1	0	1	0	0	0	0	1	0	0	0	0	0	0	0	0	1	2	1	7	1	0	1	2	0	1	0	0	0	1	0	0	0	0	0	2	0
KEGG_NATURAL_KILLER_CELL_MEDIATED_CYTOTOXICITY	0	0	0	0	0	4	1	0	1	0	0	0	0	1	0	1	0	0	3	1	0	3	0	1	1	6	1	0	0	0	1	1	0	1	1	1	1	0	0	0	2	3	0	2	2	1	0	1	1	0	0	1	0	0	0	0	0	0	4	1	5	0	0	2	0	0	1	4	0	0	1	1	0	1	3	0	1	0
KEGG_T_CELL_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	3	0	0	1	0	0	0	1	1	0	2	0	1	3	2	0	3	0	4	1	7	1	0	1	1	0	1	0	1	1	1	1	0	0	0	4	3	0	3	1	0	1	1	2	0	0	0	0	0	0	0	0	1	4	2	6	0	0	2	1	1	1	1	0	0	1	1	0	0	4	0	2	1
KEGG_B_CELL_RECEPTOR_SIGNALING_PATHWAY	0	0	0	0	0	3	0	0	1	0	0	0	0	1	0	2	0	1	2	1	0	2	0	2	1	7	1	0	0	1	0	1	0	1	2	1	1	0	0	0	2	4	0	3	1	0	0	1	0	0	0	0	0	0	0	0	0	1	2	1	6	0	0	1	0	0	1	1	0	0	1	1	0	0	2	0	1	0
KEGG_FC_EPSILON_RI_SIGNALING_PATHWAY	0	0	0	0	0	3	0	0	0	0	0	0	1	1	0	2	0	0	2	0	0	2	0	2	0	6	1	0	1	0	1	1	0	1	2	1	1	0	0	0	2	3	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	1	3	1	1	2	0	2	0	0	1	1	0	0	1	0	0	0	2	0	2	0
KEGG_FC_GAMMA_R_MEDIATED_PHAGOCYTOSIS	0	0	0	0	0	4	0	0	0	0	0	0	0	2	0	4	0	1	2	0	0	2	1	1	0	3	0	1	0	0	1	2	0	1	2	2	1	0	0	0	3	4	0	2	0	0	1	1	5	0	0	0	0	0	0	1	1	1	9	1	9	1	0	1	0	0	0	1	1	0	1	1	0	0	2	0	1	0
KEGG_LEUKOCYTE_TRANSENDOTHELIAL_MIGRATION	0	0	0	0	0	6	1	0	1	0	0	0	0	1	1	1	1	1	2	2	0	2	0	2	0	3	0	0	2	0	1	1	1	0	1	1	0	0	1	0	2	4	0	1	2	1	0	1	1	1	1	0	0	0	0	0	1	0	5	1	7	1	0	2	1	1	0	2	1	0	1	0	0	1	2	0	1	1
KEGG_INTESTINAL_IMMUNE_NETWORK_FOR_IGA_PRODUCTION	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	1	0
KEGG_LONG_TERM_POTENTIATION	0	0	1	0	0	6	0	0	1	1	0	1	0	2	0	0	0	1	1	0	0	1	0	0	0	2	2	0	0	1	2	0	0	1	0	1	1	0	0	1	2	7	0	3	2	0	1	0	0	0	0	0	1	0	0	0	0	0	4	0	5	0	0	1	0	0	2	1	1	0	0	3	0	0	3	1	0	0
KEGG_NEUROTROPHIN_SIGNALING_PATHWAY	1	0	0	0	1	4	0	0	2	0	1	0	1	2	1	3	1	1	2	0	1	2	0	3	1	8	2	0	2	2	0	2	0	1	1	1	2	0	1	0	4	4	0	1	3	2	1	2	2	0	1	0	0	0	0	0	0	2	8	2	6	0	1	2	0	2	1	4	0	0	1	1	1	0	4	3	1	1
