	P3	P5	P7	P11	P13	P14	P16	P17	P19	P22	P24	P27	P30	P34	P39	P43	P52	P53	1148190	1160611	1165043	1165731	1175987	1205142	1232209	1232597	1247392	1258650	1261934	1273598	P2	P4	P9	P15	P18	P20	P21	P23	P25	P26	P33	P40	P45	P50	1161524	1185692	1243837	1313158	1337883	1338283	1398479	1406645	1432057	963764	P1	P12	P35	P37	P41	1161135	1391882	1397993	P36	P42	P51	1293013	1411462	rd_P4_T1	rd_P5_T1	rd_P7_T1	rd_P9_T1	rd_P10_T1	rd_P11_T1	rd_P1_T1	rd_P2_T1	rd_P3_T1	rd_P6_T1	rd_P8_T1	rd_P12_T1	rd_P13_T1	rd_P14_T1	F4	F8	F9	F81	F89_342952	F92_340410	F172	F177
KEGG_PURINE_METABOLISM	-0.769230769	0.209627329	0	-0.769230769	0	-1.185877003	-0.151515152	0.161290323	-0.869565217	-0.326086957	0.046992482	0	-0.116459628	0	0	-0.436874952	0	0	0	0	0	-0.909090909	-1.477505663	0.161290323	-0.164796634	0	-0.326086957	-0.769230769	-1.538461538	0	0.654936461	0	1.699308756	0	0.161290323	0.892857143	4.938142025	-0.164796634	0	0.082872928	0.535714286	0	0.806451613	5.526953986	0	0.892857143	0	-0.326086957	0	0.892857143	0	0	0	-0.151515152	0.346475508	0	-0.769230769	-1.66331135	0	0.161290323	0	0	0.178571429	-0.909090909	0	0	0.806451613	0.806451613	0	0	0	0	0.161290323	0	0	0	0	-0.869565217	0	0	-0.769230769	0	-1.270536692	0	0	0.728060509	0	0	0
KEGG_PYRIMIDINE_METABOLISM	0	0.209627329	0	-1.638795986	0	0.00977517100000003	-0.151515152	-0.326086957	0	0	-0.131578947	0	-0.326086957	0	0	-0.759455598	0	0.432098765	0	0.432098765	0	0	0	0	0	0	-0.326086957	0	-0.769230769	-0.769230769	-0.151515152	0	0.432098765	0	0	0	0.988201602	-0.164796634	0	1.56198344	0	0.943396226	0.806451613	0.619083672	0	0	0	-0.326086957	0	0	0	0.943396226	0	-0.151515152	0.185185185	0	0	-0.316311786	0	0.161290323	0	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0	-0.53030303	0	0	0	0	0	0	0	-1.270536692	0	0	0	0	0	0
KEGG_ALANINE_ASPARTATE_AND_GLUTAMATE_METABOLISM	0	0	0	-0.769230769	0	0	-0.869565217	-1.195652174	0	0	0	0	0	0	0	0	0	-0.909090909	0	-0.909090909	0	0	0	0	0	0	-0.909090909	-0.769230769	0	0	0	0	0	0	0	0	3.202764978	0	0	0	0.892857143	0	0.892857143	0.209627329	0	0	0	0.892857143	0	0	0	0	0	0	0	0	0	-1.195652174	0	0	0	0	0	0	0	-0.769230769	0	-0.769230769	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0.190839695	0	-0.909090909	-0.769230769	0	0	0
KEGG_GLYCINE_SERINE_AND_THREONINE_METABOLISM	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	-0.869565217	-0.869565217	-0.869565217	0	0	0	0	0	0	0	0.161290323	-0.869565217	0	-0.769230769	0	0	0	0	0	0	0	0	1.612903226	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.063113604	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0
KEGG_CYSTEINE_AND_METHIONINE_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.612903226	0	0	0	0	0.806451613	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.058139535	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0.748312078	0	0	0.806451613	0	0	0
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_DEGRADATION	0	0	0	0	-2.547886895	-0.869565217	-0.869565217	0	0	0	0	0	0	0	0	-1.638795986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.818783069	0.892857143	0	0	0.967741936	0	0.892857143	0.322580646	0	0	0	0	0	0.806451613	0	0	0	0.806451613	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_VALINE_LEUCINE_AND_ISOLEUCINE_BIOSYNTHESIS	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.612903226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_LYSINE_DEGRADATION	0	0.535714286	0.679012346	-0.869565217	-0.869565217	-0.616438356	0	0	0	-0.326086957	0	-0.215946843	0	0	0	0	0	0	0	0	0	0	0.432098765	0	0	0	0	0	0	0	0	0	1.238550378	0	0.806451613	0	3.706291696	0	0	0.892857143	0.161290323	0	0.679012346	2.700972863	0	0	0	0	0	0	0	0	0	-0.53030303	0	0	0	-0.240240573	0	0	0	0	0.892857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892857143	0	0	0	0	0
KEGG_ARGININE_AND_PROLINE_METABOLISM	-0.53030303	0	0	0	0	0	0	-0.869565217	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0.161290323	0	0	-1.538461538	0	0	0	0	0	0	0	0	3.643515701	0	0.178571429	0	0.892857143	0	0.892857143	0.161290323	0	0	0	0	0	0	0.535714286	0	0	0.806451613	0	-0.769230769	0	-1.638795986	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	-0.769230769	0	0	0	0	0	0	-0.943396226	0	0	0	0	0	0	0	-0.769230769	-0.769230769	0	0
KEGG_HISTIDINE_METABOLISM	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0.806451613	0	0	0	1.732377539	0	0	0.161290323	0	0	0	-0.369012707	0	0	0	0	0	0	0.535714286	0	0	0	0	0	0	-0.471698113	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_TYROSINE_METABOLISM	0	0	-0.769230769	-0.53030303	0	-0.869565217	-0.769230769	0	0	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0.161290323	0	0	0	0	0	0	0.806451613	0.178571429	0	0.535714286	0	0	0.892857143	0	0.598729229	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.34126333	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892857143	0	0	0
KEGG_PHENYLALANINE_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892857143	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892857143	0	0	0
KEGG_TRYPTOPHAN_METABOLISM	0	0	0	0	-0.869565217	-0.869565217	0	0	0	0	0	0.178571429	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0.161290323	-0.769230769	0	0	0	0	0	0	0	0	0	0	1.910948968	0	0	0	0.161290323	0	0	0.967741936	0	0	0	0	0	0	0.535714286	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_BETA_ALANINE_METABOLISM	0	0	0	0	-0.869565217	0	-0.869565217	0	0	0	0	0	0	0	-0.869565217	0	0	-0.476992144	0	-0.476992144	0	0	0	0	0	0	-0.909090909	0	0	0	0	0	0.432098765	0	0	0	1.358024691	0	0	0.943396226	0.161290323	0.943396226	0	0	0	0	0	0	0	0.806451613	0	0.943396226	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0.037220844	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.909090909	0	0	0	0
KEGG_TAURINE_AND_HYPOTAURINE_METABOLISM	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	-0.909090909	0	-0.909090909	0	0	0	0	0	0	-0.909090909	0	0	0	0.806451613	0	0	0	0	0	0.892857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-1.538461538	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	-0.769230769	0	-0.769230769	-0.769230769	0	0	0	0	0	0	0	0	0	0	-0.909090909	0	0	0	0
KEGG_SELENOAMINO_ACID_METABOLISM	-0.769230769	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.699308756	0	0	0	0	0.806451613	0	0.362554113	0	0	0	0	0	0.892857143	0	0	0	0	-0.769230769	0	0	-0.837551772	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0
KEGG_GLUTATHIONE_METABOLISM	0	0	0	0	0	-0.769230769	0	-0.769230769	0	-0.930232558	0	0	0	0	0	0	0	-0.909090909	0	-0.909090909	0	-0.930232558	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.694383861	0	0	0.806451613	0.161290323	0	0	0.432098765	0	0	0	0	0	0	0	0	0	0	-0.769230769	-0.769230769	0	0.801526718	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	-0.361445783	0	0	0	0	0	0
KEGG_STARCH_AND_SUCROSE_METABOLISM	0.161290323	0.535714286	0	0.185185185	0	-0.769230769	0	0	0	0	0	-0.708274894	0.679012346	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.535714286	0	0	0.161290323	4.153368039	0	0	0	0	0	0	0.322580646	0	0.892857143	0	0.161290323	0	0	0	0	0	0	0	0	0	0.283361904	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0.535714286	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0
KEGG_AMINO_SUGAR_AND_NUCLEOTIDE_SUGAR_METABOLISM	0	-0.869565217	0	-0.584045584	0	-0.769230769	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	-0.909090909	0	0	0	0	0	0	0	0	0	0.925925926	0	0.161290323	2.418961222	0.161290323	0	0	0	0	0	1.485463959	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.684380032	0	-0.909090909	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	-0.769230769	0
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_CHONDROITIN_SULFATE	0	-0.769230769	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	0.535714286	0	0	0	0	0	0	0	0.185185185	0	0	0	0	0	0	0	0	0	0	0	0.185185185	2.667050692	0	0	0	0	0.892857143	0	0	0	0	0	0	0.806451613	0	0	0	0.535714286	0	-0.53030303	0	0	1.503456222	0	0	0	0	0	0	0	-0.53030303	0.806451613	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	-0.326086957	-0.909090909	0	0.161290323
KEGG_GLYCOSAMINOGLYCAN_BIOSYNTHESIS_HEPARAN_SULFATE	0	0	0	-0.769230769	0	0	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.961538462	0	0	0	3.765533767	0	0	0	0	0.892857143	0.535714286	1.122828785	0.806451613	0	0	0.892857143	0	0	0	0	0	1.767990075	0	0	0	2.580645162	0	0	0	0	0	0.925925926	0	0	0.806451613	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0.967741936	-0.909090909	0	0
KEGG_INOSITOL_PHOSPHATE_METABOLISM	0	-0.869565217	0	0.161290323	-0.769230769	-0.769230769	-0.18679158	0	0	0	0	0	0	0	-0.425719319	-0.869565217	0	-0.53030303	0	-0.53030303	0	0	0	0	0.34351145	0	-0.769230769	0	0	0	0.806451613	0	0	0.34351145	0	0.806451613	1.965033244	0	0	1.397658916	0.34351145	0.806451613	0	2.352882889	0.34351145	0	0	0	0	0	0	0.879225736	0	0	0.806451613	0	0	0.806451613	0.726553981	0	0.697004609	0	0	0	-0.607940446	0.037220844	0	0	0.34351145	0	0.806451613	0	0.190839695	0.34351145	0	0	0	0	0	0	0	0	0.380732294	0	0.34351145	-0.769230769	0	0	0
KEGG_PYRUVATE_METABOLISM	0	0	0	-0.242718447	0	0.161290323	0	0.161290323	0	0.161290323	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.103295191	0	0.806451613	0	0	0	0	3.144378328	0	0	0.535714286	0	0	0	0	0	0	0	0	0	0	-0.708274894	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185185185	0	0	0	0	0	0	0	0	0.967741936	0	0	0	0	0	0
KEGG_GLYOXYLATE_AND_DICARBOXYLATE_METABOLISM	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	-0.769230769	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.326086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185185185	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_PROPANOATE_METABOLISM	0	0	0	-0.242718447	-0.869565217	-0.769230769	-0.869565217	0.161290323	0	0	0	0	0	0	0	-1.638795986	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2.429382148	0	0	0	0.967741936	0	0	-0.242718447	0	0	0.535714286	0	0	0.806451613	0	0	0	0	0	0	0	0.161290323	0	0	0	-0.943396226	0	0	0	0	-0.769230769	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.967741936	0	0	0	0	0	0
KEGG_BUTANOATE_METABOLISM	-0.769230769	0	0	0	-1.778656126	0.161290323	-0.869565217	0	0	0	0	0	0	0	0	-0.769230769	0	-0.909090909	0	-0.909090909	0	0	0	0	0	0	-0.909090909	0	0	0	0	0	0	0	0	0	2.354497355	0.892857143	0	0	0.161290323	0	0.806451613	1.342165899	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	-0.869565217	0	0.806451613	0	0	0	0	0	0	0	-0.769230769	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.909090909	0	0	0	0
KEGG_ONE_CARBON_POOL_BY_FOLATE	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	0	0	0
KEGG_FOLATE_BIOSYNTHESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	-0.869565217	0	0	0	0	0.432098765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432098765	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.432098765	0.432098765	0	0	0	0	0
KEGG_RETINOL_METABOLISM	0	0	0	-0.53030303	-0.869565217	0	-0.769230769	0	0.754716981	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0.754716981	0.754716981	0	0.806451613	3.775976003	0	0.806451613	0	0.178571429	0	0	1.722458917	0	0	0	0	0	0	0	0	0	0	0	0	0	0.538648814	0	0	0	0	0	0.754716981	0	0	0	0	0	0	0	0	-0.014513788	0	0	0	0	0	0	0	0	-0.53030303	0	0	0	0	0	0	0
KEGG_PORPHYRIN_AND_CHLOROPHYLL_METABOLISM	0	0	0	0	0	-0.555555556	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0
KEGG_TERPENOID_BACKBONE_BIOSYNTHESIS	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892857143	0.892857143	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0	0	0.806451613	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_LIMONENE_AND_PINENE_DEGRADATION	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.925925926	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_NITROGEN_METABOLISM	0	0	0	0	0	-0.769230769	0	-0.869565217	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	1.612903226	0	0	0	0.892857143	0	0.892857143	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.832344373	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806451613	0	0	0
KEGG_SULFUR_METABOLISM	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.185185185	0	0	0	0	0	0	0	0	0	0	0	0.185185185	0.806451613	0	0	0	0.806451613	0	0	0.892857143	0	0	0	0	0	0.892857143	0	0	0	0	0.0357347059999999	0	0	0.892857143	0	0	0	0	0	0	0	-0.53030303	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_METABOLISM_OF_XENOBIOTICS_BY_CYTOCHROME_P450	0	0	0	-0.53030303	-0.869565217	-0.769230769	-0.769230769	0	0	-0.930232558	0	-0.869565217	0	0	0	0	0	-0.909090909	0	-0.909090909	0	-0.930232558	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0.806451613	1.342165899	0	0	0	0.161290323	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	-0.53030303	0	0	0	0	0	0	0
KEGG_DRUG_METABOLISM_CYTOCHROME_P450	0	0	0	-0.53030303	-0.869565217	-1.638795986	-0.769230769	0	0	-0.930232558	-0.869565217	-0.869565217	0	0	0	0	0	-0.909090909	0	-0.909090909	0	-0.930232558	0	0	-0.164796634	0	0	0	0.161290323	0	0	0	0	0	0.806451613	0.806451613	1.860599079	0	0.806451613	0	0.161290323	0	0	0.322580646	0	0	0	0	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.869565217	-0.769230769	0	0	0	0	0	0.161290323	0	0	-0.53030303	0	0	0	0	0	0	0
KEGG_DRUG_METABOLISM_OTHER_ENZYMES	0	0	0	-0.869565217	0	0	0	0	0	0	0	-0.869565217	-0.326086957	0	0	0.161290323	0	0.432098765	0	0.432098765	0	0	0	0	-0.326086957	0	0	0	0	0	0	0	0.432098765	0	0	0	1.430967716	0	0.806451613	1.479110512	0	0.943396226	0	0.756898563	0	0	0	0	0	0	0	0.943396226	0	0	0	0	0	-0.210843373	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.53030303	0	0	0	0	0	-0.769230769	-0.53030303	0	0	0	-1.095317726	0	0	0
KEGG_BIOSYNTHESIS_OF_UNSATURATED_FATTY_ACIDS	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	-0.769230769	0	0	0	-0.70754717	0	0	0	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_RIBOSOME	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0.925925926	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.0390625	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_RNA_DEGRADATION	0	0	0	0	0	-1.739130434	0	0.432098765	-0.869565217	0	0	0	0	0	0	0	0	0	0	0	0	-0.348837209	0	0	0	0	0	0	0	0	0	0	0.892857143	0.432098765	0	0	0.998868951	0	0	0	0	0	0	2.230720116	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892857143	-1.118067978	0	0	0	0	0	0	0	-0.943396226	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.892857143	0	0	0	-0.769230769	-0.27972028	0
KEGG_RNA_POLYMERASE	0	0.535714286	0	-0.769230769	0	0.161290323	0	0	0	0	-0.131578947	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0.882189794	0	0	0.082872928	0	0	0	0.464805973	0	0	0	-0.326086957	0	0	0	0	0	0	0.185185185	0	0	0.161290323	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_DNA_REPLICATION	0	-0.326086957	-0.769230769	0	0	-0.707070708	-0.151515152	0	0	0	0	0	0	0	-0.485436893	0.00977517100000003	0	-0.769230769	0	0	0	0	0	0	0	0	-0.326086957	0	0	0	-0.151515152	0	0	0	0	0	-0.348837209	-0.164796634	0	0.806451613	0	0	0	-0.820535322	0	0	0	0	0	0	0	0	0	-0.151515152	0	0	-0.485436893	-0.920745921	0	0	0	0	0	-0.485436893	0	0	0	0	0	-0.909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_SPLICEOSOME	0	0	0	-0.769230769	0	-1.681929182	0	0	-0.869565217	-0.53030303	0	0	0	0	0	-2.169099016	0	-0.869565217	0	0	0	0	0	-0.869565217	0	-0.856389987	-0.151515152	0	-0.64159292	0	0	0	0.535714286	1.220816254	0	0	1.250521506	0.806451613	0.00541125600000003	0.414364641	-0.141190915	0	-0.22556391	1.680790574	0.892857143	0	0	0.161290323	-0.326086957	0.161290323	0	-0.326086957	-0.303762074	0.432098765	0.697004609	-0.53030303	-0.326086957	-1.469779664	-0.333850931	0	0	-0.869565217	0.377358491	0.414364641	0	0.892857143	0	0	0	0	0	-0.769230769	0	0	0	0	0	-0.326086957	0	0	0	0	-0.616438356	0	0	0	0	0	0
KEGG_PROTEASOME	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.791474655	0.178571429	0	0	0.161290323	0	0	-0.35075787	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.909090909	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_PROTEIN_EXPORT	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	0	0	0	0	0	-0.235849057	0	-0.326086957	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_PPAR_SIGNALING_PATHWAY	0	0	0	0	0	0	0	0	0	0.161290323	0	0	0	0	0	-0.485436893	0	-0.869565217	0	-0.869565217	-0.769230769	-0.769230769	0.161290323	0	0	0	0	0	0	-0.769230769	0	0	0.892857143	0	0.806451613	0.806451613	3.233820878	0.892857143	0	0	1.146313365	0	0	1.774193549	0	0	0	0	0.892857143	0.806451613	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0.806451613	0	0	0	-0.485436893	0.806451613	0	0	0	-0.769230769	-0.607940446	0	0	0	0	-0.769230769	0	0	0	0	0	0	0.161290323	0	0	0	0
KEGG_BASE_EXCISION_REPAIR	0	0	-0.769230769	0	0	-0.151515152	-0.151515152	0	0	0	0	0	0	0	0	-0.791050036	0	0	0	0	0	0	0	-0.787671233	0	0	0	0	0	0	-0.151515152	0	0	0	0	0	0.480364656	0	0	0	0	0	0	0	0	0	-0.639534884	0	0	0	0	0	0	-0.151515152	0	0	0	-1.021080369	0	0	0	0	0	0	0	0	0	0	0	-0.909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
KEGG_NUCLEOTIDE_EXCISION_REPAIR	-0.769230769	0	-0.769230769	0	0	-0.151515152	-0.151515152	0	0	0	0	0	0	0	0	-1.060606061	-0.909090909	-0.930232558	-0.909090909	-0.930232558	0	0	0	0	0	0	0.535714286	0	0	0	-0.151515152	0	0	0.806451613	0	0	-1.04776194	0	0	0	0.535714286	0	0	-0.284821036	0	0	0	0	0	0	0	-0.326086957	0.806451613	-0.151515152	0	0	0	-0.477602109	0	0	0	0	0	0	0	0	-0.909090909	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.326086957	0	0	0
KEGG_MISMATCH_REPAIR	0.161290323	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	-0.769230769	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.618904727	0	0	0	0	0	0	-0.820535322	0	0	0	0	0	0	0	0	-0.53030303	0	0	0	0	0.161290323	0	0	0	0	-0.769230769	0	0	0	0	0	0	0.806451613	0	0	0	0	0	0	0	0	0	0	0	0	-0.53030303	-0.769230769	0	0	0	0	0
KEGG_HOMOLOGOUS_RECOMBINATION	0	0	0	0	0	-0.869565217	0	0	0	-0.326086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.348837209	-0.326086957	0	0	0	0	0	0	0	0.78019505	0	0	0	0	0	0	-1.350838352	0	0	0	0	0	0	0	0	0	0	-0.348837209	0	0	-0.674924166	0	0	0.161290323	0	0	0	-0.326086957	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	-0.326086957	0	-0.326086957	0	0	0	0	0	0
